Dayofweek,Day,Month,Year,Hour,Minutes,Category,PdDistrict,X,Y
5,30,4,2015,21,13,3,10,-122.4034048,37.77542071
5,30,4,2015,21,11,7,2,-122.440168,37.76218735
5,30,4,2015,21,5,14,1,-122.4179219,37.78492952
5,30,4,2015,21,5,2,1,-122.4179219,37.78492952
5,30,4,2015,21,5,14,1,-122.4179219,37.78492952
5,30,4,2015,21,5,6,1,-122.4179219,37.78492952
5,30,4,2015,21,0,6,6,-122.4120324,37.78788549
5,30,4,2015,21,0,10,6,-122.405284,37.79655105
5,30,4,2015,21,0,8,9,-122.4120521,37.75502014
5,30,4,2015,21,0,3,9,-122.4120521,37.75502014
5,30,4,2015,21,0,5,9,-122.4120521,37.75502014
5,30,4,2015,21,0,6,3,-122.4342292,37.73301995
5,30,4,2015,21,0,3,3,-122.4435863,37.71115833
5,30,4,2015,21,0,3,7,-122.496728,37.74405194
5,30,4,2015,21,0,5,2,-122.4397628,37.78042433
5,30,4,2015,21,0,3,2,-122.4518646,37.76935054
5,30,4,2015,21,0,4,6,-122.417762,37.79280305
5,30,4,2015,21,0,3,1,-122.4189964,37.78216891
5,30,4,2015,20,52,3,1,-122.4303718,37.79678084
5,30,4,2015,20,48,6,3,-122.4332943,37.71653994
5,30,4,2015,20,40,3,6,-122.4154355,37.80634189
5,30,4,2015,20,30,3,10,-122.4079025,37.78425318
5,30,4,2015,20,30,19,10,-122.4079025,37.78425318
5,30,4,2015,20,30,3,1,-122.4367758,37.8006947
5,30,4,2015,20,30,6,7,-122.4784975,37.73731096
5,30,4,2015,20,30,3,9,-122.4091596,37.76181743
5,30,4,2015,20,22,24,1,-122.4220627,37.78992
5,30,4,2015,20,22,24,1,-122.4220627,37.78992
5,30,4,2015,20,20,7,2,-122.4478791,37.77466586
5,30,4,2015,20,13,6,8,-122.4156697,37.78211985
5,30,4,2015,20,8,18,5,-122.4939893,37.78154696
5,30,4,2015,20,8,18,5,-122.4939893,37.78154696
5,30,4,2015,20,1,8,3,-122.4279663,37.71182294
5,30,4,2015,20,1,2,3,-122.4279663,37.71182294
5,30,4,2015,20,0,3,5,-122.4734108,37.78047925
5,30,4,2015,20,0,3,7,-122.4662352,37.72440488
5,30,4,2015,20,0,3,2,-122.4364431,37.78084932
5,30,4,2015,20,0,5,4,-122.3980042,37.71903318
5,30,4,2015,20,0,5,4,-122.3977302,37.76571256
5,30,4,2015,20,0,4,9,-122.4150053,37.75001792
5,30,4,2015,20,0,2,4,-122.3980042,37.71903318
5,30,4,2015,20,0,3,4,-122.3869421,37.75416798
5,30,4,2015,20,0,4,10,-122.4083506,37.76924995
5,30,4,2015,20,0,6,4,-122.3869421,37.75416798
5,30,4,2015,20,0,3,5,-122.4945211,37.78157467
5,30,4,2015,20,0,3,1,-122.4213958,37.78568434
5,30,4,2015,19,51,24,1,-122.4220627,37.78992
5,30,4,2015,19,51,24,1,-122.4220627,37.78992
5,30,4,2015,19,50,3,2,-122.4533546,37.76824631
5,30,4,2015,19,50,3,1,-122.4196977,37.77730095
5,30,4,2015,19,45,10,5,-122.472844,37.77964577
5,30,4,2015,19,45,3,9,-122.4238366,37.76074308
5,30,4,2015,19,45,3,1,-122.4235452,37.77967201
5,30,4,2015,19,45,3,10,-122.3943045,37.78009053
5,30,4,2015,19,40,5,3,-122.4209446,37.73130808
5,30,4,2015,19,30,3,9,-122.4186673,37.76032298
5,30,4,2015,19,30,3,1,-122.4393685,37.79993194
5,30,4,2015,19,30,3,5,-122.4728438,37.78062912
5,30,4,2015,19,30,3,5,-122.4588606,37.78125509
5,30,4,2015,19,30,3,8,-122.4146197,37.78558306
5,30,4,2015,19,30,4,3,-122.4250354,37.73354874
5,30,4,2015,19,20,5,4,-122.3729261,37.73045996
5,30,4,2015,19,15,4,1,-122.4232028,37.77403947
5,30,4,2015,19,13,9,9,-122.4163748,37.76442252
5,30,4,2015,19,13,1,9,-122.4163748,37.76442252
5,30,4,2015,19,13,11,4,-122.4095428,37.7195089
5,30,4,2015,19,12,20,9,-122.4280789,37.7576861
5,30,4,2015,19,12,8,9,-122.4280789,37.7576861
5,30,4,2015,19,12,8,9,-122.4280789,37.7576861
5,30,4,2015,19,11,18,2,-122.4476172,37.76711285
5,30,4,2015,19,11,2,2,-122.4476172,37.76711285
5,30,4,2015,19,4,24,1,-122.4220627,37.78992
5,30,4,2015,19,4,24,1,-122.4220627,37.78992
5,30,4,2015,19,0,11,10,-122.4034048,37.77542071
5,30,4,2015,19,0,3,4,-122.395301,37.75920155
5,30,4,2015,19,0,3,1,-122.4316829,37.8032668
5,30,4,2015,18,58,8,9,-122.4193502,37.76101609
5,30,4,2015,18,57,1,10,-122.4095367,37.78269112
5,30,4,2015,18,45,3,9,-122.4263845,37.76464394
5,30,4,2015,18,35,16,4,-122.3869859,37.72892041
5,30,4,2015,18,35,5,4,-122.3869859,37.72892041
5,30,4,2015,18,34,24,1,-122.4220627,37.78992
5,30,4,2015,18,34,24,1,-122.4220627,37.78992
5,30,4,2015,18,31,11,6,-122.3965564,37.79411691
5,30,4,2015,18,30,24,1,-122.4220627,37.78992
5,30,4,2015,18,30,3,9,-122.4222676,37.76957686
5,30,4,2015,18,30,3,1,-122.4340485,37.79029113
5,30,4,2015,18,30,6,6,-122.4058387,37.79736318
5,30,4,2015,18,30,24,1,-122.4220627,37.78992
5,30,4,2015,18,20,6,1,-122.4197398,37.78589261
5,30,4,2015,18,15,3,7,-122.4988675,37.736415
5,30,4,2015,18,5,6,4,-122.3909231,37.75521393
5,30,4,2015,18,0,6,9,-122.4065391,37.75648641
5,30,4,2015,18,0,6,4,-122.3903017,37.7378799
5,30,4,2015,18,0,2,7,-122.4977043,37.72473844
5,30,4,2015,18,0,3,4,-122.3915152,37.73803768
5,30,4,2015,18,0,30,4,-122.3915152,37.73803768
5,30,4,2015,18,0,18,10,-122.4079992,37.77782417
5,30,4,2015,18,0,18,10,-122.4079992,37.77782417
5,30,4,2015,18,0,19,9,-122.4319577,37.76493572
5,30,4,2015,18,0,3,1,-122.4482784,37.80427189
5,30,4,2015,18,0,18,5,-122.452796,37.78750019
5,30,4,2015,18,0,6,5,-122.452796,37.78750019
5,30,4,2015,18,0,4,4,-122.3935978,37.75297654
5,30,4,2015,18,0,3,9,-122.4195157,37.76342923
5,30,4,2015,18,0,3,10,-122.4159112,37.77527215
5,30,4,2015,18,0,3,2,-122.4361303,37.77520551
5,30,4,2015,18,0,3,6,-122.4183438,37.80406963
5,30,4,2015,17,50,3,2,-122.4443805,37.77368111
5,30,4,2015,17,47,1,9,-122.4195204,37.76422894
5,30,4,2015,17,47,13,10,-122.4097084,37.78282765
5,30,4,2015,17,45,5,5,-122.4412799,37.7879051
5,30,4,2015,17,45,8,1,-122.4310732,37.79156871
5,30,4,2015,17,45,3,5,-122.4662047,37.77254054
5,30,4,2015,17,40,1,6,-122.4125452,37.80193058
5,30,4,2015,17,40,2,6,-122.4125452,37.80193058
5,30,4,2015,17,40,2,6,-122.4125452,37.80193058
5,30,4,2015,17,30,3,5,-122.4493902,37.78409529
5,30,4,2015,17,30,3,8,-122.415318,37.78071793
5,30,4,2015,17,30,3,2,-122.4459043,37.77299537
5,30,4,2015,17,19,1,9,-122.4206292,37.76580919
5,30,4,2015,17,19,1,9,-122.4206292,37.76580919
5,30,4,2015,17,19,11,3,-122.4197876,37.70913187
5,30,4,2015,17,19,11,3,-122.4197876,37.70913187
5,30,4,2015,17,15,14,10,-122.4102935,37.78223059
5,30,4,2015,17,15,2,10,-122.4102935,37.78223059
5,30,4,2015,17,15,1,10,-122.4102935,37.78223059
5,30,4,2015,17,0,3,10,-122.4113591,37.77649448
5,30,4,2015,17,0,19,2,-122.4362363,37.77142566
5,30,4,2015,17,0,8,9,-122.4146955,37.75968618
5,30,4,2015,17,0,10,4,-122.3784942,37.73040968
5,30,4,2015,17,0,2,5,-122.4417545,37.78645172
5,30,4,2015,17,0,7,5,-122.4931696,37.77777102
5,30,4,2015,17,0,16,5,-122.4931696,37.77777102
5,30,4,2015,16,45,3,6,-122.4105247,37.80744512
5,30,4,2015,16,30,2,10,-122.4025276,37.77603828
5,30,4,2015,16,30,8,10,-122.4025276,37.77603828
5,30,4,2015,16,30,23,10,-122.4025276,37.77603828
5,30,4,2015,16,30,3,4,-122.4025611,37.75451295
5,30,4,2015,16,21,6,3,-122.4306365,37.71738398
5,30,4,2015,16,15,3,10,-122.3975764,37.78976193
5,30,4,2015,16,9,1,3,-122.4361546,37.71281891
5,30,4,2015,16,8,8,10,-122.4034048,37.77542071
5,30,4,2015,16,4,4,4,-122.3904121,37.73601022
5,30,4,2015,16,0,6,9,-122.432198,37.76511073
5,30,4,2015,16,0,16,10,-122.4034048,37.77542071
5,30,4,2015,16,0,11,10,-122.4034048,37.77542071
5,30,4,2015,16,0,3,1,-122.4294501,37.79221682
5,30,4,2015,15,43,6,7,-122.4855633,37.76223866
5,30,4,2015,15,43,18,7,-122.4855633,37.76223866
5,30,4,2015,15,38,24,1,-122.4220627,37.78992
5,30,4,2015,15,38,24,1,-122.4220627,37.78992
5,30,4,2015,15,30,3,9,-122.4217477,37.76274366
5,30,4,2015,15,30,19,9,-122.4217477,37.76274366
5,30,4,2015,15,30,2,9,-122.4196583,37.76422056
5,30,4,2015,15,30,25,6,-122.4078027,37.78938189
5,30,4,2015,15,30,17,6,-122.4078027,37.78938189
5,30,4,2015,15,30,4,4,-122.3894877,37.72459938
5,30,4,2015,15,30,3,6,-122.4036635,37.78889468
5,30,4,2015,15,23,6,9,-122.4294799,37.76116648
5,30,4,2015,15,23,6,10,-122.4020702,37.78871987
5,30,4,2015,15,10,6,10,-122.4039794,37.77987474
5,30,4,2015,15,8,6,1,-122.4308076,37.76941133
5,30,4,2015,15,0,3,7,-122.4657842,37.76400509
5,30,4,2015,15,0,3,6,-122.4149169,37.79028029
5,30,4,2015,15,0,8,6,-122.4051988,37.805247
5,30,4,2015,15,0,3,1,-122.4329516,37.80505202
5,30,4,2015,15,0,3,10,-122.395986,37.77883482
5,30,4,2015,15,0,16,1,-122.4293691,37.77511035
5,30,4,2015,15,0,8,1,-122.4293691,37.77511035
5,30,4,2015,14,57,2,9,-122.4153084,37.76531614
5,30,4,2015,14,55,24,1,-122.4220627,37.78992
5,30,4,2015,14,55,24,1,-122.4220627,37.78992
5,30,4,2015,14,50,23,9,-122.4032763,37.75253208
5,30,4,2015,14,50,8,9,-122.4032763,37.75253208
5,30,4,2015,14,50,23,9,-122.4032763,37.75253208
5,30,4,2015,14,49,2,5,-122.4662047,37.77254054
5,30,4,2015,14,40,2,6,-122.3996445,37.80062821
5,30,4,2015,14,40,1,6,-122.3996445,37.80062821
5,30,4,2015,14,40,1,6,-122.3996445,37.80062821
5,30,4,2015,14,30,3,7,-122.4782782,37.72094516
5,30,4,2015,14,30,11,5,-122.447842,37.78813407
5,30,4,2015,14,30,3,7,-122.4966346,37.73376906
5,30,4,2015,14,15,6,10,-122.4039794,37.77987474
5,30,4,2015,14,0,16,8,-122.4119876,37.78502266
5,30,4,2015,14,0,8,1,-122.4296227,37.77215583
5,30,4,2015,14,0,3,1,-122.4296227,37.77215583
5,30,4,2015,14,0,6,1,-122.4257469,37.80304553
5,30,4,2015,14,0,3,5,-122.4662047,37.77254054
5,30,4,2015,14,0,3,1,-122.4166077,37.77913875
5,30,4,2015,14,0,6,7,-122.466677,37.71616503
5,30,4,2015,14,0,2,8,-122.4119876,37.78502266
5,30,4,2015,14,0,3,8,-122.4124143,37.7830038
5,30,4,2015,14,0,3,4,-122.4189023,37.7276275
5,30,4,2015,14,0,5,3,-122.4286683,37.72853384
5,30,4,2015,13,50,6,9,-122.4065391,37.75648641
5,30,4,2015,13,50,18,9,-122.4065391,37.75648641
5,30,4,2015,13,50,18,9,-122.4065391,37.75648641
5,30,4,2015,13,50,6,6,-122.4097917,37.79850835
5,30,4,2015,13,50,3,5,-122.4639021,37.78301893
5,30,4,2015,13,48,7,1,-122.4187111,37.78077263
5,30,4,2015,13,48,1,1,-122.4187111,37.78077263
5,30,4,2015,13,47,8,10,-122.4034048,37.77542071
5,30,4,2015,13,45,3,10,-122.4175047,37.77654004
5,30,4,2015,13,34,3,10,-122.3949859,37.77709095
5,30,4,2015,13,30,6,4,-122.3910876,37.72131387
5,30,4,2015,13,30,3,9,-122.4286109,37.7632289
5,30,4,2015,13,30,3,3,-122.4394805,37.70863484
5,30,4,2015,13,13,2,6,-122.4146686,37.79597531
5,30,4,2015,13,10,6,6,-122.3989727,37.79428282
5,30,4,2015,13,0,6,8,-122.4164598,37.78601706
5,30,4,2015,13,0,12,8,-122.4164598,37.78601706
5,30,4,2015,13,0,18,2,-122.440104,37.77368496
5,30,4,2015,13,0,18,2,-122.440104,37.77368496
5,30,4,2015,13,0,10,9,-122.4269379,37.74730042
5,30,4,2015,13,0,2,10,-122.395986,37.77883482
5,30,4,2015,12,54,6,9,-122.4130451,37.75894021
5,30,4,2015,12,48,8,1,-122.4201913,37.78387039
5,30,4,2015,12,48,8,1,-122.4201913,37.78387039
5,30,4,2015,12,45,17,3,-122.439819,37.71410519
5,30,4,2015,12,45,2,3,-122.439819,37.71410519
5,30,4,2015,12,45,3,1,-122.420907,37.78406767
5,30,4,2015,12,45,3,10,-122.4109001,37.77440778
5,30,4,2015,12,45,24,3,-122.439819,37.71410519
5,30,4,2015,12,40,8,10,-122.406521,37.78506294
5,30,4,2015,12,30,6,7,-122.4811832,37.74372682
5,30,4,2015,12,25,3,8,-122.4151278,37.77978707
5,30,4,2015,12,25,3,6,-122.4205641,37.80665678
5,30,4,2015,12,18,2,5,-122.4756465,37.78063128
5,30,4,2015,12,18,2,5,-122.4756465,37.78063128
5,30,4,2015,12,18,3,5,-122.4756465,37.78063128
5,30,4,2015,12,17,3,10,-122.4053955,37.78351007
5,30,4,2015,12,15,6,1,-122.433949,37.78075298
5,30,4,2015,12,15,3,6,-122.4048219,37.79422862
5,30,4,2015,12,0,10,10,-122.4086487,37.77731103
5,30,4,2015,12,0,14,4,-122.3849999,37.75551975
5,30,4,2015,12,0,4,7,-122.5070314,37.74445791
5,30,4,2015,12,0,5,7,-122.5070314,37.74445791
5,30,4,2015,12,0,6,9,-122.4078905,37.75442483
5,30,4,2015,12,0,3,3,-122.4390659,37.74427748
5,30,4,2015,12,0,11,1,-122.423478,37.78345321
5,30,4,2015,12,0,19,2,-122.4395958,37.77960118
5,30,4,2015,12,0,2,2,-122.4395958,37.77960118
5,30,4,2015,11,38,6,1,-122.4320318,37.76922237
5,30,4,2015,11,30,6,10,-122.4034048,37.77542071
5,30,4,2015,11,30,6,7,-122.4952082,37.76181335
5,30,4,2015,11,4,6,9,-122.4296336,37.7627652
5,30,4,2015,11,0,9,3,-122.4156715,37.72266485
5,30,4,2015,11,0,3,10,-122.4105412,37.77091306
5,30,4,2015,11,0,2,10,-122.4135812,37.77093148
5,30,4,2015,11,0,19,9,-122.4155341,37.75000152
5,30,4,2015,11,0,3,1,-122.420327,37.78845216
5,30,4,2015,10,49,1,9,-122.4200102,37.77010993
5,30,4,2015,10,49,5,9,-122.4200102,37.77010993
5,30,4,2015,10,46,6,10,-122.4037933,37.78232359
5,30,4,2015,10,45,3,6,-122.4031828,37.78900986
5,30,4,2015,10,35,6,10,-122.4075054,37.78113046
5,30,4,2015,10,30,10,5,-122.4644191,37.78386887
5,30,4,2015,10,30,10,8,-122.4072441,37.78656476
5,30,4,2015,10,30,3,10,-122.4112792,37.77157858
5,30,4,2015,10,28,6,10,-122.4135641,37.77951403
5,30,4,2015,10,9,2,4,-122.4016068,37.76418401
5,30,4,2015,10,0,14,10,-122.4034048,37.77542071
5,30,4,2015,10,0,3,10,-122.4034048,37.77542071
5,30,4,2015,10,0,11,10,-122.3956581,37.79249618
5,30,4,2015,10,0,2,10,-122.3956581,37.79249618
5,30,4,2015,10,0,3,7,-122.4912625,37.72922857
5,30,4,2015,9,58,6,3,-122.438808,37.72360145
5,30,4,2015,9,45,6,4,-122.3893476,37.71976331
5,30,4,2015,9,45,2,7,-122.4940104,37.75907469
5,30,4,2015,9,36,6,7,-122.5038147,37.74459961
5,30,4,2015,9,25,8,1,-122.4182933,37.78679356
5,30,4,2015,9,22,9,9,-122.4210579,37.76659878
5,30,4,2015,9,22,6,9,-122.4210579,37.76659878
5,30,4,2015,9,13,14,10,-122.4086735,37.78005744
5,30,4,2015,9,13,2,10,-122.4086735,37.78005744
5,30,4,2015,9,13,10,10,-122.4086735,37.78005744
5,30,4,2015,9,10,6,5,-122.4930435,37.77590796
5,30,4,2015,9,0,18,5,-122.4570111,37.77991286
5,30,4,2015,9,0,18,5,-122.4570111,37.77991286
5,30,4,2015,9,0,6,8,-122.413048,37.78191196
5,30,4,2015,9,0,10,1,-122.4291937,37.79505248
5,30,4,2015,9,0,4,1,-122.4291937,37.79505248
5,30,4,2015,9,0,2,1,-122.4291937,37.79505248
5,30,4,2015,9,0,4,1,-122.4291937,37.79505248
5,30,4,2015,9,0,3,6,-122.4045861,37.79310171
5,30,4,2015,9,0,3,1,-122.4310092,37.79771458
5,30,4,2015,9,0,4,4,-122.3769007,37.72948746
5,30,4,2015,9,0,3,10,-122.4104167,37.7727234
5,30,4,2015,9,0,15,1,-122.4291937,37.79505248
5,30,4,2015,8,58,3,8,-122.4138696,37.78186219
5,30,4,2015,8,55,18,2,-122.4444322,37.77463542
5,30,4,2015,8,55,18,2,-122.4444322,37.77463542
5,30,4,2015,8,55,6,1,-122.4204224,37.78892336
5,30,4,2015,8,40,10,7,-122.4672459,37.72450422
5,30,4,2015,8,30,3,6,-122.4102084,37.80031482
5,30,4,2015,8,21,17,9,-122.4065391,37.75648641
5,30,4,2015,8,20,8,10,-122.3926675,37.78994042
5,30,4,2015,8,16,25,8,-122.4143179,37.77994441
5,30,4,2015,8,16,2,8,-122.4143179,37.77994441
5,30,4,2015,8,0,3,10,-122.3977132,37.77746967
5,30,4,2015,8,0,3,6,-122.4200738,37.80666268
5,30,4,2015,8,0,4,7,-122.4732655,37.72774228
5,30,4,2015,8,0,3,3,-122.4151591,37.73961914
5,30,4,2015,7,30,2,4,-122.3992712,37.72678092
5,30,4,2015,7,20,6,10,-122.4143179,37.77994441
5,30,4,2015,7,20,2,5,-122.4583729,37.77430795
5,30,4,2015,7,15,6,8,-122.4129305,37.78383444
5,30,4,2015,7,13,10,6,-122.4024921,37.79750272
5,30,4,2015,7,5,6,4,-122.3783923,37.73233125
5,30,4,2015,6,48,25,6,-122.4039157,37.79053899
5,30,4,2015,6,30,2,7,-122.4819919,37.73994993
5,30,4,2015,4,45,11,10,-122.4165693,37.77320292
5,30,4,2015,4,45,6,10,-122.3986036,37.77998017
5,30,4,2015,4,32,2,2,-122.4535129,37.76869698
5,30,4,2015,4,32,25,2,-122.4535129,37.76869698
5,30,4,2015,4,21,2,1,-122.4204395,37.78103085
5,30,4,2015,4,12,2,6,-122.4178626,37.78906226
5,30,4,2015,4,12,1,6,-122.4178626,37.78906226
5,30,4,2015,4,10,4,10,-122.4100416,37.78195365
5,30,4,2015,4,0,10,6,-122.4024921,37.79750272
5,30,4,2015,3,35,2,3,-122.427684,37.72552007
5,30,4,2015,3,30,6,8,-122.4117425,37.78588822
5,30,4,2015,3,29,3,10,-122.3904424,37.78678894
5,30,4,2015,3,29,9,10,-122.3904424,37.78678894
5,30,4,2015,3,29,2,10,-122.3904424,37.78678894
5,30,4,2015,3,29,2,10,-122.3904424,37.78678894
5,30,4,2015,3,29,2,10,-122.3904424,37.78678894
5,30,4,2015,3,20,3,6,-122.4166424,37.78724504
5,30,4,2015,3,10,2,9,-122.4137971,37.76027404
5,30,4,2015,3,10,24,9,-122.4137971,37.76027404
5,30,4,2015,3,0,4,4,-122.3866746,37.72772896
5,30,4,2015,2,40,7,9,-122.419529,37.76287767
5,30,4,2015,2,40,1,9,-122.419529,37.76287767
5,30,4,2015,2,40,8,9,-122.419529,37.76287767
5,30,4,2015,2,40,2,9,-122.419529,37.76287767
5,30,4,2015,2,30,3,3,-122.4288855,37.74356429
5,30,4,2015,2,30,3,10,-122.4155645,37.77309948
5,30,4,2015,2,28,2,6,-122.4131745,37.78671902
5,30,4,2015,2,22,9,1,-122.4263828,37.78531003
5,30,4,2015,2,19,2,9,-122.4196718,37.76505012
5,30,4,2015,2,19,2,9,-122.4196718,37.76505012
5,30,4,2015,2,11,2,6,-122.402574,37.79189814
5,30,4,2015,2,0,10,2,-122.4408795,37.77753219
5,30,4,2015,2,0,3,7,-122.4716634,37.76472975
5,30,4,2015,2,0,8,2,-122.4408795,37.77753219
5,30,4,2015,2,0,3,2,-122.4333332,37.76666178
5,30,4,2015,1,40,8,1,-122.4271799,37.78065528
5,30,4,2015,1,30,8,10,-122.3999885,37.78548734
5,30,4,2015,1,13,2,4,-122.3866194,37.73246706
5,30,4,2015,1,6,3,7,-122.4760961,37.75143288
5,30,4,2015,1,5,2,6,-122.402574,37.79189814
5,30,4,2015,1,0,5,4,-122.3791764,37.72823215
5,30,4,2015,0,50,20,7,-122.5044848,37.74082087
5,30,4,2015,0,50,8,7,-122.5044848,37.74082087
5,30,4,2015,0,50,2,7,-122.5044848,37.74082087
5,30,4,2015,0,48,2,4,-122.3895882,37.73795727
5,30,4,2015,0,40,8,1,-122.4358892,37.79871835
5,30,4,2015,0,32,2,8,-122.4134013,37.78090608
5,30,4,2015,0,31,28,9,-122.4185499,37.76428371
5,30,4,2015,0,31,1,9,-122.4185499,37.76428371
5,30,4,2015,0,30,3,10,-122.3966614,37.77309561
5,30,4,2015,0,15,4,1,-122.4315754,37.76967968
5,30,4,2015,0,15,22,4,-122.3909717,37.73401522
5,30,4,2015,0,15,2,4,-122.3909717,37.73401522
5,30,4,2015,0,10,11,3,-122.4371505,37.721574
5,30,4,2015,0,7,2,3,-122.4086409,37.70984572
5,30,4,2015,0,2,25,9,-122.417971,37.75948846
5,30,4,2015,0,2,24,9,-122.417971,37.75948846
5,30,4,2015,0,1,3,2,-122.4395729,37.77949285
5,30,4,2015,0,1,6,6,-122.4110306,37.7967254
5,30,4,2015,0,1,6,9,-122.4196718,37.76505012
5,30,4,2015,0,1,4,10,-122.4149989,37.77089466
4,29,4,2015,23,58,2,10,-122.4034048,37.77542071
4,29,4,2015,23,50,2,4,-122.3915229,37.73243239
4,29,4,2015,23,45,3,10,-122.4108089,37.77692991
4,29,4,2015,23,35,5,6,-122.4140108,37.786677
4,29,4,2015,23,30,10,9,-122.4187383,37.75461724
4,29,4,2015,23,30,18,9,-122.4143893,37.75570037
4,29,4,2015,23,30,18,9,-122.4143893,37.75570037
4,29,4,2015,23,24,2,7,-122.4765427,37.72070068
4,29,4,2015,23,24,6,7,-122.4765427,37.72070068
4,29,4,2015,23,24,8,7,-122.4765427,37.72070068
4,29,4,2015,23,23,6,5,-122.440083,37.78570925
4,29,4,2015,23,22,2,9,-122.4179645,37.75869682
4,29,4,2015,23,17,6,8,-122.4136313,37.78480537
4,29,4,2015,23,15,1,4,-122.3977444,37.72993469
4,29,4,2015,23,5,11,4,-122.3873226,37.75738462
4,29,4,2015,23,5,6,6,-122.4043893,37.79216471
4,29,4,2015,23,0,4,9,-122.4092741,37.75358026
4,29,4,2015,23,0,3,2,-122.4376316,37.77359231
4,29,4,2015,23,0,19,2,-122.4376316,37.77359231
4,29,4,2015,23,0,3,4,-122.4041403,37.76018006
4,29,4,2015,23,0,3,10,-122.4175047,37.77654004
4,29,4,2015,23,0,3,6,-122.4131921,37.79519568
4,29,4,2015,22,47,14,8,-122.4158583,37.78305054
4,29,4,2015,22,47,19,8,-122.4158583,37.78305054
4,29,4,2015,22,47,2,8,-122.4158583,37.78305054
4,29,4,2015,22,30,3,10,-122.3916489,37.79200525
4,29,4,2015,22,30,3,10,-122.4128266,37.77281156
4,29,4,2015,22,18,17,1,-122.432584,37.79137695
4,29,4,2015,22,15,8,1,-122.4217342,37.78829613
4,29,4,2015,22,10,18,8,-122.4156697,37.78211985
4,29,4,2015,22,0,4,3,-122.429432,37.72741424
4,29,4,2015,22,0,6,10,-122.4034048,37.77542071
4,29,4,2015,22,0,4,3,-122.4280969,37.74677371
4,29,4,2015,22,0,2,9,-122.4175446,37.76575225
4,29,4,2015,22,0,7,10,-122.4034341,37.78764305
4,29,4,2015,22,0,3,10,-122.3963818,37.78174922
4,29,4,2015,22,0,3,7,-122.4590331,37.71405627
4,29,4,2015,21,55,6,6,-122.4097917,37.79850835
4,29,4,2015,21,45,7,1,-122.4265713,37.77763152
4,29,4,2015,21,40,6,7,-122.4598694,37.70960617
4,29,4,2015,21,40,2,1,-122.4264492,37.78515139
4,29,4,2015,21,36,3,5,-122.4662047,37.77254054
4,29,4,2015,21,30,5,8,-122.4129991,37.78627746
4,29,4,2015,21,30,4,7,-122.4681856,37.76113455
4,29,4,2015,21,20,23,4,-122.3972019,37.75353512
4,29,4,2015,21,20,23,4,-122.3972019,37.75353512
4,29,4,2015,21,20,6,4,-122.3972019,37.75353512
4,29,4,2015,21,15,3,6,-122.3967737,37.79546641
4,29,4,2015,21,0,18,2,-122.4476172,37.76711285
4,29,4,2015,21,0,4,3,-122.4346713,37.7249573
4,29,4,2015,21,0,10,7,-122.476962,37.76261958
4,29,4,2015,21,0,2,7,-122.476962,37.76261958
4,29,4,2015,21,0,8,8,-122.4169161,37.78439445
4,29,4,2015,21,0,15,7,-122.476962,37.76261958
4,29,4,2015,21,0,6,9,-122.4196718,37.76505012
4,29,4,2015,21,0,3,1,-122.4243414,37.79196519
4,29,4,2015,20,57,7,10,-122.4073872,37.78106889
4,29,4,2015,20,53,5,3,-122.457869,37.73957649
4,29,4,2015,20,52,3,6,-122.4064606,37.79794667
4,29,4,2015,20,50,3,7,-122.4909227,37.76108548
4,29,4,2015,20,49,5,5,-122.4810033,37.78038213
4,29,4,2015,20,49,5,5,-122.4810033,37.78038213
4,29,4,2015,20,45,3,7,-122.4796884,37.7540969
4,29,4,2015,20,45,3,1,-122.4312069,37.78456812
4,29,4,2015,20,35,3,4,-122.401966,37.76870486
4,29,4,2015,20,30,3,4,-122.3977095,37.75535626
4,29,4,2015,20,30,3,10,-122.4150772,37.77468709
4,29,4,2015,20,30,19,2,-122.4344665,37.76664845
4,29,4,2015,20,23,14,9,-122.4196718,37.76505012
4,29,4,2015,20,23,14,9,-122.4196718,37.76505012
4,29,4,2015,20,15,6,2,-122.4543301,37.76815301
4,29,4,2015,20,15,6,2,-122.4543301,37.76815301
4,29,4,2015,20,15,3,6,-122.398862,37.800781
4,29,4,2015,20,10,7,6,-122.3966123,37.79504468
4,29,4,2015,20,10,3,10,-122.3905314,37.78060708
4,29,4,2015,20,0,3,10,-122.4097952,37.78003563
4,29,4,2015,20,0,4,4,-122.4042644,37.7614568
4,29,4,2015,20,0,8,9,-122.4210829,37.76491084
4,29,4,2015,20,0,3,5,-122.5026709,37.77451597
4,29,4,2015,20,0,4,4,-122.4046198,37.76074949
4,29,4,2015,20,0,23,9,-122.4184482,37.75223917
4,29,4,2015,20,0,8,9,-122.4184482,37.75223917
4,29,4,2015,20,0,23,9,-122.4184482,37.75223917
4,29,4,2015,20,0,4,2,-122.4476885,37.7737323
4,29,4,2015,20,0,3,5,-122.4417273,37.78596657
4,29,4,2015,19,53,3,8,-122.4072441,37.78656476
4,29,4,2015,19,53,8,8,-122.4072441,37.78656476
4,29,4,2015,19,50,11,10,-122.4014943,37.78582843
4,29,4,2015,19,45,3,1,-122.4270627,37.78878651
4,29,4,2015,19,40,2,6,-122.4088337,37.80424896
4,29,4,2015,19,40,2,6,-122.4088337,37.80424896
4,29,4,2015,19,38,4,1,-122.4240604,37.79807234
4,29,4,2015,19,30,3,6,-122.4138143,37.80703621
4,29,4,2015,19,30,3,10,-122.3890154,37.78580563
